idade,tempo_cliente_meses,genero,tipo_contrato,tipo_internet,valor_mensal,valor_total,num_servicos_extra,suporte_tecnico,pagamento_automatico,forma_pagamento,num_reclamacoes_12m,atrasos_pagamento_12m,uso_dados_gb,churn
38,21,M,bianual,fibra,115.23,2241.9,3,sim,nao,cartao_credito,1,2,44.8,0
62,50,M,anual,fibra,112.66,5418.93,2,nao,nao,cartao_credito,0,2,63.6,0
61,65,F,bianual,fibra,103.05,5838.4,0,sim,sim,debito_automatico,3,0,111.5,0
34,52,M,bianual,dsl,76.71,3562.36,3,sim,sim,cartao_credito,1,4,85.2,0
20,36,F,bianual,fibra,120.64,3821.6,3,sim,sim,boleto,0,0,74.8,0
52,12,M,mensal,dsl,108.68,1153.92,6,sim,nao,pix,2,2,37.2,1
43,11,M,mensal,dsl,59.33,640.26,0,sim,sim,boleto,1,0,42.1,1
71,59,F,bianual,nenhuma,48.81,3021.57,3,nao,sim,cartao_credito,0,2,44.3,0
40,49,F,mensal,dsl,99.8,4793.48,6,nao,sim,cartao_credito,2,0,167.1,1
33,37,F,bianual,dsl,62.48,2420.28,2,sim,sim,cartao_credito,0,1,297.4,0
71,42,M,bianual,dsl,61.95,2511.88,2,nao,sim,cartao_credito,2,0,37.7,0
63,62,M,bianual,fibra,92.78,5215.44,0,nao,nao,cartao_credito,1,2,228.0,0
56,59,F,bianual,dsl,86.56,5231.96,4,nao,nao,pix,0,1,33.2,0
77,7,F,bianual,dsl,99.68,602.47,6,sim,sim,boleto,1,0,103.4,0
66,29,F,mensal,fibra,119.32,3012.12,3,nao,sim,cartao_credito,0,2,31.9,1
71,4,F,mensal,dsl,77.4,321.84,3,nao,sim,cartao_credito,1,1,179.2,0
67,28,M,anual,fibra,122.69,3366.74,5,nao,sim,debito_automatico,1,0,147.2,1
42,46,M,anual,dsl,76.87,3662.58,3,sim,nao,cartao_credito,2,1,171.8,0
21,16,F,bianual,fibra,120.57,1691.02,3,nao,nao,cartao_credito,1,2,53.9,1
55,11,F,mensal,fibra,129.81,1433.12,6,sim,nao,boleto,2,1,38.6,1
65,36,M,anual,fibra,107.67,3476.73,2,nao,sim,cartao_credito,0,3,166.8,0
79,38,M,bianual,fibra,137.56,4802.15,6,nao,nao,cartao_credito,2,1,72.0,0
60,52,F,bianual,fibra,99.91,5350.13,2,sim,nao,cartao_credito,2,0,72.7,0
53,2,F,mensal,fibra,119.65,223.09,4,sim,sim,debito_automatico,1,0,53.2,1
53,18,F,anual,dsl,58.43,1035.03,2,nao,nao,pix,3,0,67.7,0
25,57,M,anual,fibra,130.88,7664.98,5,nao,nao,boleto,1,1,167.5,0
18,50,F,mensal,nenhuma,38.08,1950.03,3,nao,nao,debito_automatico,2,1,48.7,0
20,65,F,anual,dsl,71.58,3963.08,1,nao,sim,boleto,0,1,47.8,0
74,59,F,bianual,fibra,129.26,6723.71,5,sim,sim,cartao_credito,1,0,39.5,0
66,61,M,mensal,fibra,141.43,8918.18,7,nao,nao,boleto,0,1,67.1,0
34,37,F,mensal,fibra,99.28,3535.55,0,nao,sim,boleto,2,0,177.1,0
44,70,F,bianual,fibra,113.75,7532.84,4,sim,nao,boleto,3,1,39.0,0
47,30,F,anual,fibra,124.02,3211.07,5,sim,sim,debito_automatico,0,1,45.3,0
33,66,F,mensal,dsl,80.37,4535.33,5,nao,sim,cartao_credito,1,1,228.7,0
44,29,F,mensal,dsl,73.48,2217.61,1,sim,nao,cartao_credito,1,1,44.4,1
39,32,M,anual,fibra,104.98,3173.82,0,sim,nao,boleto,4,1,80.2,0
61,50,F,bianual,dsl,73.61,3707.31,4,nao,sim,cartao_credito,0,1,259.7,0
64,29,F,anual,fibra,123.47,3201.08,5,nao,nao,debito_automatico,2,0,68.5,1
24,11,M,mensal,dsl,71.56,706.41,2,nao,nao,boleto,0,0,315.3,0
46,65,M,anual,nenhuma,36.87,2305.6,2,sim,nao,cartao_credito,1,0,37.0,0
79,33,F,anual,fibra,121.75,4119.02,4,nao,sim,pix,1,1,303.9,1
71,67,M,anual,dsl,78.06,4747.37,3,nao,nao,debito_automatico,1,1,66.2,0
67,29,F,mensal,dsl,82.26,2184.58,3,nao,sim,boleto,2,0,8.3,1
63,71,M,anual,fibra,122.31,8337.74,5,nao,nao,boleto,0,2,12.3,0
18,44,M,anual,fibra,147.54,5569.94,7,sim,nao,pix,0,1,54.4,0
78,56,M,anual,dsl,94.07,4876.79,6,nao,sim,cartao_credito,0,1,95.4,0
63,55,F,bianual,fibra,86.71,4584.28,0,nao,sim,boleto,1,1,71.5,1
73,15,F,anual,fibra,92.11,1175.74,2,nao,sim,pix,1,0,194.6,1
74,59,M,bianual,dsl,51.76,2985.44,0,nao,sim,debito_automatico,1,1,111.9,0
33,69,M,mensal,fibra,133.42,7918.91,6,sim,nao,debito_automatico,4,2,63.2,0
18,48,M,bianual,fibra,137.55,6562.73,5,nao,nao,debito_automatico,0,1,89.3,0
58,69,F,bianual,nenhuma,32.53,2267.77,1,nao,nao,cartao_credito,2,1,57.2,0
46,61,F,bianual,fibra,138.98,8628.34,6,nao,nao,debito_automatico,0,2,115.9,0
19,48,F,anual,dsl,86.82,4103.51,4,sim,nao,pix,0,0,40.7,0
34,35,M,anual,dsl,37.97,1278.87,0,sim,nao,boleto,2,2,117.3,0
79,62,F,anual,fibra,82.02,4635.26,1,sim,sim,debito_automatico,2,0,69.4,0
40,14,M,anual,dsl,100.45,1314.78,6,sim,nao,debito_automatico,1,0,55.7,0
34,41,M,bianual,dsl,73.23,2604.34,2,sim,sim,debito_automatico,0,0,190.8,0
58,59,M,bianual,fibra,120.12,7026.28,4,sim,sim,cartao_credito,1,1,257.8,1
59,68,M,bianual,dsl,104.09,6051.35,7,sim,nao,cartao_credito,1,1,92.3,0
38,20,M,bianual,nenhuma,39.08,728.99,2,sim,nao,debito_automatico,4,2,60.3,0
70,7,F,bianual,nenhuma,22.38,149.02,0,nao,sim,debito_automatico,1,3,61.6,0
53,25,M,mensal,fibra,96.23,2357.68,0,nao,sim,cartao_credito,3,2,61.1,0
27,63,F,anual,fibra,151.78,8784.16,7,sim,nao,cartao_credito,0,2,3.1,1
38,38,F,bianual,dsl,82.57,2944.87,4,nao,sim,pix,0,2,126.2,0
70,4,F,bianual,nenhuma,40.6,157.12,2,nao,nao,cartao_credito,0,1,103.3,0
23,9,M,mensal,dsl,57.21,532.72,0,sim,nao,boleto,2,1,85.5,1
18,25,F,mensal,fibra,133.4,3282.96,5,nao,nao,debito_automatico,0,1,151.2,1
58,25,M,anual,nenhuma,38.22,860.8,0,sim,sim,cartao_credito,1,1,30.2,0
45,10,M,mensal,fibra,89.77,915.16,0,nao,sim,pix,0,1,8.8,1
33,36,F,anual,fibra,131.35,4071.39,4,sim,sim,boleto,2,3,59.1,0
47,35,F,mensal,dsl,85.72,2713.56,5,nao,sim,cartao_credito,0,1,133.2,0
29,15,F,mensal,fibra,116.9,1528.4,4,sim,nao,boleto,1,0,90.8,1
41,17,F,anual,dsl,93.91,1499.74,7,sim,nao,boleto,0,1,72.2,0
32,48,F,anual,fibra,107.21,5029.7,2,nao,sim,debito_automatico,1,2,265.1,0
54,69,F,anual,dsl,92.18,6081.83,4,sim,sim,boleto,3,2,205.4,1
59,72,F,bianual,nenhuma,20.56,1498.46,2,nao,sim,debito_automatico,0,1,143.5,0
74,41,F,anual,fibra,107.51,4247.01,2,sim,sim,cartao_credito,0,2,68.8,0
22,3,M,mensal,dsl,67.83,182.44,1,nao,sim,debito_automatico,0,1,438.5,0
38,65,F,anual,dsl,107.38,6681.56,6,nao,nao,boleto,1,1,32.7,0
34,69,F,mensal,fibra,120.43,8285.55,5,nao,sim,boleto,3,0,175.1,1
53,21,F,anual,dsl,101.18,2019.8,5,nao,sim,cartao_credito,2,0,184.1,1
51,29,M,mensal,dsl,63.07,1716.35,1,nao,nao,cartao_credito,0,1,55.8,1
72,2,M,mensal,fibra,94.73,181.09,0,sim,sim,boleto,2,2,212.4,0
74,58,F,anual,nenhuma,71.99,4006.78,6,nao,nao,debito_automatico,1,1,30.3,0
65,56,M,anual,fibra,133.05,6795.96,5,nao,nao,debito_automatico,5,1,112.6,0
30,2,M,mensal,fibra,98.87,201.86,0,sim,sim,cartao_credito,1,1,168.2,1
20,51,F,anual,fibra,128.37,5836.77,5,nao,nao,cartao_credito,0,1,108.6,0
73,30,F,mensal,dsl,113.27,2910.7,7,nao,nao,boleto,1,1,20.4,1
76,40,F,mensal,nenhuma,83.0,3314.35,6,nao,sim,debito_automatico,1,0,165.8,0
33,16,F,bianual,fibra,104.93,1709.88,2,sim,sim,debito_automatico,2,1,205.5,0
20,59,M,anual,fibra,97.0,5600.23,2,nao,nao,cartao_credito,2,2,97.0,1
60,30,M,mensal,fibra,143.41,4060.46,6,sim,sim,cartao_credito,1,0,14.6,1
54,61,F,bianual,dsl,90.48,5767.87,3,nao,sim,cartao_credito,1,4,92.6,0
73,11,M,mensal,fibra,140.31,1426.35,5,nao,sim,boleto,1,1,51.6,1
53,43,F,bianual,fibra,151.72,6074.98,7,sim,sim,cartao_credito,0,4,88.6,0
65,23,F,mensal,fibra,95.25,2121.13,3,sim,nao,cartao_credito,2,0,141.4,0
66,70,F,anual,fibra,116.91,7660.64,4,nao,nao,debito_automatico,1,0,28.0,0
18,41,F,bianual,dsl,74.32,2928.46,3,sim,nao,boleto,0,1,235.3,0
27,52,F,anual,dsl,87.36,4739.48,4,sim,sim,debito_automatico,1,0,66.3,0
66,7,F,mensal,fibra,103.51,650.3,0,sim,nao,debito_automatico,0,1,98.5,0
29,49,M,bianual,fibra,137.36,5921.03,7,nao,sim,cartao_credito,3,1,56.6,0
30,8,F,bianual,fibra,139.94,1046.43,4,sim,sim,cartao_credito,0,0,141.4,0
64,27,M,anual,dsl,59.94,1538.76,1,nao,sim,boleto,3,1,235.2,1
30,17,F,anual,fibra,115.86,1955.12,4,sim,sim,pix,2,0,42.9,0
27,1,M,mensal,fibra,120.76,125.72,3,sim,nao,boleto,1,0,127.9,1
18,43,F,bianual,dsl,110.39,4688.55,6,sim,sim,debito_automatico,1,1,48.5,0
47,18,F,mensal,fibra,143.2,2699.87,6,sim,sim,debito_automatico,0,0,138.9,1
57,37,M,bianual,dsl,72.84,2423.6,3,nao,sim,boleto,2,1,86.9,0
63,56,F,mensal,fibra,134.02,6692.9,5,sim,nao,cartao_credito,1,1,161.4,1
74,13,M,anual,fibra,81.73,968.25,0,nao,sim,cartao_credito,2,0,104.9,0
58,52,M,anual,dsl,104.62,5480.63,7,nao,nao,boleto,3,2,328.3,0
64,22,M,anual,fibra,121.24,2366.69,4,sim,sim,cartao_credito,4,2,57.1,0
31,24,M,anual,fibra,123.44,2634.42,5,sim,sim,debito_automatico,1,1,25.4,0
39,42,F,bianual,dsl,103.42,4049.78,5,nao,sim,boleto,2,2,53.1,0
36,46,F,bianual,fibra,101.37,4259.71,2,sim,sim,cartao_credito,0,1,53.9,0
22,48,F,anual,nenhuma,63.24,2972.67,5,nao,sim,debito_automatico,1,0,78.4,0
78,15,F,anual,fibra,106.96,1649.38,3,nao,sim,pix,1,1,62.4,0
32,42,F,mensal,nenhuma,73.3,2702.19,5,sim,sim,cartao_credito,2,1,98.5,0
45,19,F,bianual,dsl,49.67,905.37,0,sim,sim,boleto,0,1,15.8,0
40,20,F,anual,fibra,107.14,1859.27,1,nao,sim,pix,2,1,62.1,0
20,69,M,anual,dsl,119.55,7377.03,7,sim,nao,boleto,0,1,61.5,0
74,8,F,mensal,dsl,91.43,666.94,5,nao,sim,cartao_credito,1,1,147.2,0
31,30,F,anual,fibra,98.24,2846.47,1,nao,nao,pix,1,1,37.8,0
24,32,M,bianual,fibra,94.21,2897.07,1,nao,sim,pix,3,2,36.1,0
39,18,M,bianual,nenhuma,61.37,1081.03,4,nao,sim,cartao_credito,0,0,85.5,0
26,57,M,bianual,dsl,53.44,3088.06,0,sim,sim,cartao_credito,1,1,153.8,0
79,36,M,anual,nenhuma,45.66,1458.75,3,nao,nao,pix,3,0,2.6,0
29,52,F,bianual,dsl,71.37,3706.33,2,nao,sim,cartao_credito,0,2,142.2,0
36,28,M,anual,dsl,50.34,1386.13,1,nao,nao,debito_automatico,1,0,126.8,0
34,65,F,bianual,dsl,70.39,3961.99,2,nao,nao,cartao_credito,0,1,79.2,0
19,53,F,bianual,dsl,76.2,3711.23,2,nao,nao,pix,1,0,95.8,0
18,24,M,anual,nenhuma,26.1,535.91,0,nao,sim,debito_automatico,0,1,175.6,0
49,70,F,bianual,dsl,102.61,6234.85,5,sim,sim,cartao_credito,3,1,53.5,0
32,63,F,bianual,fibra,102.98,5882.81,2,nao,sim,pix,4,0,23.2,0
23,43,F,bianual,dsl,51.33,1983.43,0,nao,nao,cartao_credito,2,1,127.3,0
36,2,F,anual,fibra,81.06,166.99,0,sim,nao,pix,0,0,119.6,1
34,43,F,anual,nenhuma,77.75,3439.39,7,sim,sim,debito_automatico,3,0,9.6,0
44,50,M,anual,dsl,70.73,3414.75,0,sim,sim,debito_automatico,1,1,242.2,0
79,27,M,anual,dsl,113.2,3047.25,7,nao,sim,boleto,1,1,113.9,0
37,11,M,mensal,fibra,93.32,1077.76,1,sim,nao,debito_automatico,1,0,40.0,0
61,41,M,bianual,dsl,46.95,1794.13,0,nao,sim,debito_automatico,2,0,121.0,0
65,58,F,bianual,fibra,109.21,6045.88,4,nao,nao,cartao_credito,0,2,109.1,0
21,23,M,mensal,dsl,96.36,2172.46,6,nao,sim,debito_automatico,0,0,60.1,0
49,33,F,mensal,dsl,61.07,2084.06,0,sim,nao,cartao_credito,0,1,95.0,1
45,1,M,anual,fibra,102.58,103.54,2,nao,sim,debito_automatico,1,1,95.6,0
49,51,F,bianual,fibra,130.33,5735.45,6,nao,sim,debito_automatico,0,0,87.3,0
28,63,M,anual,dsl,48.21,3014.72,0,nao,nao,boleto,2,1,81.6,1
46,56,F,anual,fibra,103.2,5203.52,1,sim,nao,boleto,1,2,110.0,0
25,31,F,anual,nenhuma,40.35,1126.99,2,nao,sim,debito_automatico,1,0,97.9,0
76,4,M,mensal,nenhuma,67.98,260.89,6,nao,nao,cartao_credito,0,1,53.8,1
54,36,F,bianual,dsl,100.53,3580.21,6,nao,sim,boleto,3,0,33.0,0
20,68,M,anual,fibra,147.65,8853.91,5,nao,sim,boleto,3,0,94.6,0
49,7,F,mensal,fibra,139.76,893.11,5,nao,sim,boleto,0,0,141.5,1
75,16,F,anual,nenhuma,36.75,584.02,0,nao,sim,cartao_credito,4,1,91.8,0
64,61,M,bianual,nenhuma,20.0,1074.09,1,sim,nao,cartao_credito,0,2,53.0,0
34,41,M,bianual,fibra,144.79,6054.77,7,nao,sim,debito_automatico,4,1,14.8,0
73,13,M,anual,dsl,89.84,1099.26,5,nao,sim,debito_automatico,1,1,247.5,0
29,2,F,mensal,fibra,102.35,197.99,1,nao,nao,debito_automatico,2,2,116.0,0
33,30,F,anual,fibra,138.48,3598.04,5,nao,sim,boleto,0,0,109.8,0
27,43,M,bianual,nenhuma,67.61,3026.14,5,nao,sim,pix,0,0,60.4,0
75,61,M,anual,nenhuma,58.02,3650.73,5,nao,sim,boleto,1,3,15.5,0
62,64,M,bianual,nenhuma,75.71,4302.83,7,nao,nao,pix,1,0,50.0,0
50,33,F,anual,fibra,126.96,4116.87,4,nao,sim,debito_automatico,0,1,221.6,0
59,31,M,bianual,fibra,95.76,2994.16,0,sim,nao,cartao_credito,3,1,26.6,0
34,68,M,anual,nenhuma,74.13,4407.68,6,nao,nao,debito_automatico,2,1,12.1,0
22,56,F,anual,dsl,56.04,3029.94,0,nao,nao,debito_automatico,0,0,245.2,0
70,16,M,bianual,fibra,130.4,2128.32,5,nao,nao,boleto,4,0,40.7,0
77,50,F,anual,dsl,105.15,5001.68,6,sim,nao,debito_automatico,1,2,72.6,1
20,52,M,bianual,fibra,103.73,5581.44,1,nao,nao,debito_automatico,2,1,111.1,0
21,17,M,anual,dsl,108.04,1578.74,6,nao,nao,cartao_credito,2,1,299.1,1
52,71,F,bianual,nenhuma,73.19,5372.35,6,nao,sim,cartao_credito,3,0,218.0,0
20,22,M,anual,fibra,129.61,2981.0,5,nao,sim,pix,0,2,79.8,0
62,40,M,mensal,fibra,105.3,3711.57,2,nao,nao,debito_automatico,1,0,52.8,0
76,36,F,bianual,dsl,56.76,1912.97,1,nao,sim,cartao_credito,0,3,30.1,0
35,50,F,bianual,dsl,88.66,4318.42,5,nao,nao,boleto,0,0,117.3,0
36,65,F,bianual,fibra,102.35,6843.34,1,nao,nao,boleto,2,0,92.2,0
71,29,M,mensal,fibra,124.3,3179.0,5,nao,sim,boleto,1,1,14.2,0
40,28,M,mensal,dsl,69.51,1784.36,1,nao,sim,cartao_credito,1,1,72.2,0
32,55,M,bianual,fibra,105.59,5863.12,2,nao,sim,cartao_credito,1,2,94.1,0
23,69,F,anual,dsl,93.56,6016.66,4,sim,sim,debito_automatico,1,1,125.0,0
70,66,F,bianual,dsl,68.1,4364.21,1,sim,nao,cartao_credito,0,0,35.6,0
75,55,F,anual,fibra,144.74,7658.2,6,nao,sim,pix,1,0,96.2,0
22,51,F,bianual,dsl,91.19,4858.27,5,nao,sim,pix,2,0,29.2,0
67,56,M,anual,dsl,58.27,2866.02,0,nao,sim,debito_automatico,2,1,111.3,0
27,68,F,bianual,dsl,108.9,7699.1,6,nao,sim,debito_automatico,2,1,70.4,0
26,1,M,mensal,dsl,82.59,79.52,5,nao,sim,debito_automatico,2,0,314.5,0
41,43,M,anual,fibra,151.61,6720.22,6,sim,sim,boleto,0,1,41.9,0
45,3,F,mensal,fibra,140.13,367.25,4,sim,nao,cartao_credito,2,2,57.2,1
70,42,F,bianual,fibra,137.58,5652.97,5,nao,sim,cartao_credito,1,0,15.3,0
61,29,M,mensal,fibra,120.45,3556.0,3,sim,sim,boleto,2,0,82.6,1
26,22,M,anual,fibra,102.71,2276.29,1,nao,sim,cartao_credito,1,3,63.5,1
54,65,F,mensal,fibra,95.41,5283.73,1,nao,nao,cartao_credito,2,1,89.1,1
72,52,M,bianual,dsl,70.12,3429.07,2,nao,nao,cartao_credito,1,0,79.2,0
59,41,F,bianual,fibra,113.72,4070.7,2,nao,sim,boleto,0,2,318.4,0
32,64,F,mensal,nenhuma,65.21,3674.99,6,nao,nao,boleto,0,0,119.0,0
25,8,M,mensal,dsl,78.51,622.59,4,nao,nao,debito_automatico,3,0,148.4,0
46,47,M,anual,fibra,110.82,5423.74,3,nao,nao,boleto,1,1,91.3,1
47,12,M,anual,dsl,100.25,1175.11,5,nao,nao,cartao_credito,1,1,102.3,1
39,17,F,bianual,fibra,123.07,1821.2,5,nao,nao,boleto,0,0,88.6,1
24,14,M,mensal,nenhuma,79.2,996.59,7,sim,sim,boleto,3,0,89.9,1
25,40,F,bianual,nenhuma,40.15,1486.79,2,nao,sim,debito_automatico,0,1,52.8,0
50,46,M,bianual,dsl,54.91,2210.31,1,nao,nao,boleto,0,1,145.7,0
76,55,F,bianual,dsl,35.48,1989.63,0,nao,sim,cartao_credito,1,1,331.8,0
55,32,M,anual,nenhuma,24.79,705.15,1,sim,sim,pix,1,1,91.1,0
45,68,M,bianual,dsl,89.09,5306.37,4,nao,nao,boleto,0,0,37.4,0
75,27,F,anual,nenhuma,76.89,2065.93,6,nao,nao,boleto,1,1,170.0,1
60,12,F,bianual,fibra,125.95,1323.03,4,nao,sim,cartao_credito,1,0,243.9,0
62,3,M,mensal,nenhuma,85.88,240.14,7,nao,nao,boleto,2,0,55.4,1
53,10,M,anual,dsl,89.99,857.7,5,sim,sim,cartao_credito,2,1,30.1,0
65,33,F,bianual,fibra,139.28,3980.55,7,nao,nao,debito_automatico,0,0,135.0,0
49,30,M,bianual,nenhuma,44.0,1268.73,2,nao,nao,cartao_credito,2,0,93.4,0
56,62,M,anual,dsl,69.31,4065.31,2,nao,nao,cartao_credito,1,1,126.2,0
56,10,M,anual,nenhuma,80.26,789.5,6,nao,nao,boleto,1,0,85.9,0
64,19,M,mensal,fibra,133.05,2259.56,5,sim,nao,boleto,0,0,72.3,1
73,71,F,bianual,dsl,89.27,5839.52,3,nao,nao,cartao_credito,0,3,39.8,0
36,3,F,mensal,dsl,107.28,316.02,7,nao,sim,debito_automatico,1,1,114.7,1
61,31,F,anual,fibra,146.54,3893.67,6,nao,sim,pix,4,1,25.8,1
19,15,F,anual,dsl,87.28,1143.14,2,sim,sim,debito_automatico,3,1,145.3,0
51,39,M,mensal,dsl,87.43,3091.67,4,nao,sim,cartao_credito,1,4,138.6,0
73,71,F,anual,fibra,117.99,7298.89,3,sim,nao,boleto,0,1,111.5,0
58,17,M,mensal,dsl,71.56,1043.66,3,sim,sim,boleto,0,1,200.3,1
34,27,M,anual,fibra,145.15,4105.11,6,nao,nao,boleto,2,1,67.2,1
55,33,F,bianual,dsl,104.03,3230.97,5,sim,sim,cartao_credito,0,2,65.3,0
40,58,M,bianual,nenhuma,21.04,1167.53,0,sim,sim,cartao_credito,0,3,61.5,0
44,71,M,bianual,fibra,126.69,8104.31,4,nao,sim,debito_automatico,2,1,96.7,0
32,7,M,anual,dsl,97.24,579.62,5,nao,sim,debito_automatico,4,2,77.2,1
56,36,F,anual,fibra,125.13,4505.33,4,nao,sim,cartao_credito,0,0,59.7,0
30,55,M,bianual,fibra,112.5,6155.02,2,nao,nao,cartao_credito,2,0,63.9,0
45,1,F,mensal,nenhuma,69.15,72.23,5,nao,sim,cartao_credito,2,0,107.8,0
76,59,F,mensal,fibra,144.89,7302.31,7,sim,nao,pix,1,0,187.0,1
64,18,F,anual,fibra,96.67,1526.74,0,nao,sim,cartao_credito,1,1,51.7,1
43,38,M,bianual,fibra,130.89,4936.16,4,nao,nao,debito_automatico,0,1,8.2,0
78,71,F,bianual,dsl,106.57,6931.0,7,sim,nao,cartao_credito,1,1,132.8,0
18,46,M,bianual,dsl,78.99,3134.85,3,nao,sim,pix,1,2,37.5,0
77,72,F,mensal,fibra,91.85,6019.28,2,sim,sim,debito_automatico,1,0,186.7,0
39,44,F,bianual,fibra,102.67,3919.11,1,sim,nao,cartao_credito,0,1,149.1,1
68,16,M,mensal,fibra,107.78,1754.69,1,sim,nao,debito_automatico,2,0,158.4,1
76,50,F,bianual,fibra,111.94,5739.09,3,nao,sim,debito_automatico,1,1,89.1,0
55,45,F,anual,fibra,139.07,6116.58,6,sim,nao,boleto,0,2,180.1,1
55,23,M,anual,dsl,61.24,1305.87,1,sim,sim,cartao_credito,1,1,113.8,0
64,6,M,mensal,dsl,59.93,360.93,1,nao,sim,boleto,3,2,107.2,1
32,47,F,anual,fibra,147.86,6784.84,7,sim,sim,cartao_credito,3,2,94.3,0
29,42,F,anual,dsl,104.73,4435.59,7,nao,nao,debito_automatico,1,0,122.7,0
39,56,F,anual,dsl,61.12,3259.05,1,nao,sim,boleto,0,1,21.7,0
47,10,M,mensal,fibra,106.76,1112.09,3,nao,sim,debito_automatico,1,0,59.2,0
64,39,F,bianual,fibra,118.71,4203.79,3,sim,sim,pix,0,0,59.3,0
33,59,F,anual,dsl,72.91,4176.24,2,sim,sim,cartao_credito,0,1,79.0,0
53,65,F,bianual,fibra,94.55,6217.11,1,sim,sim,boleto,1,0,35.7,0
18,68,F,bianual,dsl,55.3,3868.6,0,sim,sim,debito_automatico,2,1,49.6,0
19,16,M,anual,dsl,85.23,1417.34,4,nao,nao,boleto,0,1,27.9,0
77,13,F,bianual,nenhuma,34.15,412.43,0,sim,nao,cartao_credito,0,3,49.1,0
70,42,M,anual,fibra,118.47,4925.33,4,nao,sim,debito_automatico,1,0,41.2,0
71,34,M,anual,fibra,95.08,2935.44,0,sim,sim,cartao_credito,2,0,48.1,0
38,17,F,mensal,nenhuma,27.36,455.76,1,nao,sim,debito_automatico,3,0,151.3,1
49,8,M,mensal,fibra,96.51,684.72,0,sim,nao,cartao_credito,3,2,80.8,1
59,11,M,mensal,fibra,122.3,1256.9,3,sim,sim,debito_automatico,2,1,70.6,1
33,25,M,bianual,dsl,79.68,2059.82,2,nao,nao,pix,1,1,199.3,0
64,54,F,mensal,fibra,117.77,6437.05,2,nao,sim,cartao_credito,2,1,108.9,0
60,5,F,bianual,dsl,73.34,348.11,2,nao,nao,cartao_credito,1,0,115.3,0
43,8,M,mensal,nenhuma,90.9,639.48,7,nao,nao,cartao_credito,2,1,94.6,0
44,20,M,anual,dsl,91.99,1710.49,3,nao,nao,pix,0,0,153.8,1
37,63,F,bianual,fibra,129.02,7134.46,6,nao,sim,boleto,0,1,170.5,0
67,72,M,bianual,nenhuma,28.17,1751.8,1,sim,sim,cartao_credito,0,1,105.8,0
79,32,F,anual,dsl,67.03,2212.1,3,nao,sim,boleto,2,0,152.5,1
79,4,F,mensal,fibra,98.49,373.59,0,sim,nao,debito_automatico,1,1,122.5,0
65,1,M,mensal,dsl,58.93,51.14,2,nao,sim,cartao_credito,2,1,108.7,0
39,62,F,anual,fibra,75.76,4665.81,0,nao,nao,pix,0,1,66.0,0
66,33,M,anual,fibra,81.22,2317.99,0,sim,nao,debito_automatico,3,1,47.1,0
33,6,F,mensal,dsl,49.09,273.7,1,nao,nao,boleto,2,1,22.2,0
73,61,M,bianual,fibra,100.18,5475.79,1,nao,sim,debito_automatico,1,3,236.7,0
34,39,F,anual,fibra,97.32,3351.13,2,sim,sim,boleto,1,0,153.6,0
42,26,F,anual,dsl,81.48,2026.77,5,nao,nao,pix,2,0,60.8,0
23,33,F,anual,fibra,97.67,3203.57,1,sim,nao,debito_automatico,3,2,18.4,0
23,17,F,anual,dsl,87.14,1403.52,4,nao,nao,cartao_credito,2,1,123.1,0
42,68,M,bianual,fibra,91.04,6278.38,2,nao,sim,boleto,0,0,67.8,0
52,57,F,bianual,dsl,73.29,4317.38,3,sim,nao,pix,4,1,159.2,0
19,15,F,bianual,nenhuma,80.4,1219.79,7,sim,sim,cartao_credito,2,0,38.7,0
70,53,M,bianual,fibra,111.15,6134.24,3,nao,nao,boleto,0,0,58.9,0
25,13,M,mensal,dsl,68.36,920.5,2,nao,sim,debito_automatico,2,1,73.3,0
79,33,M,bianual,fibra,107.43,3603.7,1,nao,sim,cartao_credito,2,3,135.2,0
34,54,M,bianual,fibra,115.17,5650.29,1,nao,nao,boleto,0,0,50.4,0
41,3,F,anual,fibra,135.49,359.67,6,sim,sim,cartao_credito,1,1,124.2,0
27,53,M,anual,fibra,119.42,6300.16,5,nao,nao,cartao_credito,0,1,23.6,0
69,17,F,mensal,fibra,104.12,1803.86,2,nao,sim,boleto,3,1,81.4,1
63,51,F,bianual,dsl,80.55,4168.13,3,sim,nao,cartao_credito,3,1,216.0,0
22,36,M,anual,dsl,86.57,3050.21,4,nao,sim,boleto,1,0,277.8,0
24,2,F,mensal,nenhuma,29.89,60.73,0,nao,sim,cartao_credito,0,0,177.4,0
55,55,M,anual,nenhuma,98.7,5382.0,7,nao,sim,debito_automatico,1,1,17.8,0
71,19,M,anual,fibra,124.3,2321.72,6,nao,nao,debito_automatico,0,0,75.5,1
24,69,M,anual,fibra,117.94,6992.99,4,sim,nao,cartao_credito,1,1,83.3,0
31,61,M,bianual,fibra,142.33,8179.39,5,sim,sim,cartao_credito,0,0,162.4,0
51,14,M,anual,dsl,50.82,609.57,0,nao,sim,cartao_credito,3,1,92.9,0
24,44,M,bianual,nenhuma,87.32,3336.75,7,nao,sim,cartao_credito,2,1,36.5,0
36,27,M,mensal,fibra,135.05,3493.94,5,nao,nao,pix,0,1,179.3,0
18,44,M,bianual,fibra,155.9,5895.8,7,sim,nao,boleto,1,0,255.3,0
48,41,F,anual,fibra,153.31,6490.9,6,sim,nao,boleto,0,0,145.8,1
62,22,M,anual,nenhuma,59.66,1233.86,4,nao,sim,debito_automatico,0,2,48.6,0
